0.1	0.11709	0.035914	0.040962	0.043471	0.023529	0.012812	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.088385	0.060109	0.023373	0.02282	0.017965	0.0096466	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.070266	0.018672	0.0083521	0.0045833	0.0028314	0.0018279	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.093782	0.017329	0.0091622	0.0081365	0.0048525	0.0029726	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.11011	0.066117	0.065762	0.026353	0.030497	0.019048	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.13707	0.063329	0.025797	0.023689	0.025394	0.012656	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.066387	0.066731	0.042289	0.018219	0.01232	0.0097694	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.059588	0.031818	0.02174	0.017743	0.014858	0.016311	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.086069	0.049738	0.022813	0.025457	0.013185	0.0083715	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.095482	0.12882	0.053085	0.029128	0.024205	0.021104	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.073185	0.031976	0.025026	0.010325	0.0047219	0.0029447	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.11423	0.058304	0.038239	0.019613	0.014312	0.0098005	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.086232	0.02764	0.011396	0.0040814	0.002823	0.0023212	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.062773	0.02146	0.007184	0.0062142	0.0036037	0.0021141	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.048077	0.013361	0.01058	0.0081223	0.005007	0.0032141	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.10248	0.080954	0.033918	0.016028	0.010048	0.0066792	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.1395	0.036125	0.014219	0.0066055	0.0070319	0.0077668	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.070669	0.012475	0.0067899	0.0055681	0.0049081	0.0044739	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.069882	0.024929	0.015178	0.014765	0.018292	0.015008	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.087482	0.027951	0.010955	0.0088376	0.0096857	0.0095586	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.2035	0.073031	0.050985	0.033332	0.036616	0.03713	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.21487	0.073503	0.045308	0.045693	0.049393	0.035515	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.24513	0.045708	0.026495	0.011589	0.0077656	0.0048568	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.18189	0.041668	0.018167	0.0080377	0.004512	0.0027568	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.092178	0.073028	0.028497	0.011978	0.0066257	0.0038491	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.13145	0.031784	0.017693	0.0099608	0.0054675	0.0034121	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.059932	0.029946	0.015685	0.0064669	0.0046847	0.0035171	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.057106	0.033742	0.012924	0.0086644	0.0096459	0.0066658	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.13658	0.04994	0.041616	0.016301	0.010126	0.0064796	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.10702	0.057362	0.023162	0.017238	0.012502	0.0098081	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.051447	0.019404	0.02106	0.012963	0.010405	0.010295	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.074474	0.050919	0.043143	0.062251	0.070527	0.058185	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.1392	0.098401	0.051297	0.066529	0.034175	0.032552	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.17021	0.10691	0.028869	0.020793	0.021617	0.016525	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.13782	0.058878	0.10737	0.065022	0.046243	0.031737	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.21555	0.11071	0.065247	0.078628	0.080085	0.055399	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.062864	0.024211	0.010036	0.0093229	0.013843	0.015859	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.084675	0.028618	0.011115	0.0063919	0.0048893	0.0066587	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.098743	0.038158	0.020001	0.011275	0.0093157	0.0075425	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.14046	0.037888	0.01308	0.0059261	0.004491	0.0027522	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.068544	0.03275	0.01926	0.016962	0.010602	0.010848	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.10897	0.089223	0.047849	0.018475	0.016412	0.011796	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.13315	0.037484	0.02371	0.015802	0.014648	0.013874	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.1	0.11072	0.065893	0.025591	0.015805	0.010596	0.0080831	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.23419	0.071827	0.081924	0.086942	0.047058	0.025624	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.17677	0.12022	0.046745	0.045639	0.03593	0.019293	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.14053	0.037345	0.016704	0.0091667	0.0056629	0.0036558	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.18756	0.034658	0.018324	0.016273	0.009705	0.0059452	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.22022	0.13223	0.13152	0.052706	0.060995	0.038097	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.27414	0.12666	0.051594	0.047378	0.050788	0.025311	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.13277	0.13346	0.084578	0.036438	0.02464	0.019539	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.11918	0.063637	0.043479	0.035486	0.029717	0.032621	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.17214	0.099477	0.045626	0.050914	0.026371	0.016743	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.19096	0.25765	0.10617	0.058255	0.048409	0.042208	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.14637	0.063952	0.050053	0.020649	0.0094438	0.0058894	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.22846	0.11661	0.076477	0.039227	0.028624	0.019601	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.17246	0.055279	0.022792	0.0081628	0.0056458	0.0046422	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.12555	0.04292	0.014368	0.012428	0.0072072	0.0042282	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.096154	0.026722	0.02116	0.016244	0.010014	0.006428	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.20495	0.16191	0.067835	0.032055	0.020097	0.013358	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.27899	0.072249	0.028439	0.013211	0.014064	0.015533	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.14134	0.02495	0.01358	0.011136	0.0098165	0.008948	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.13976	0.049859	0.030357	0.029531	0.036583	0.030016	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.17496	0.055902	0.02191	0.017675	0.019371	0.019117	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
0.2	0.407	0.14606	0.10197	0.066665	0.073232	0.074261	4.0058	0.6797	0.2649	0.1472	0.0995	0.5
